JobTitle,company,location,salary,date_posted,ExtractDate,job_url,summary,review_url,overall_rating,num_ratings
Salesforce Internship,Continental Automotive Components Malaysia Sdn. Bhd,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74712188?type=standard&ref=search-standalone&origin=cardTitle#sol=8c86d13158f2e1438ce313efdca9d8cf54b5119e,offering salesforce internship program main task assist implementation customization maintenance salesforce solution supporting user conducting data analysis participating project meeting responsibility may include creating report dashboard troubleshooting issue learning various aspect salesforce administration development internship program based petaling jaya malaysia working together part global competence center ecommerce fleet solution data science assisting salesforce configuration includes setting new field workflow validation rule configuration task within salesforce platform supporting user responsible providing support endusers answering question troubleshooting issue related salesforce platform data management work data cleansing data migration data quality initiative within salesforce includes using tool like data loader excel etc documentation training tasked documenting process creating user guide even conducting training session new salesforce user working closely team member salesforce administrator developer business analyst stakeholder support ongoing project initiative problem solving expected analyze issue propose solution implement fix within salesforce environment read read le,https://www.jobstreet.com.my/companies/continental-ag-168553380227925/reviews?jobId=74712188,4.0,47.0
"Internship Information Technology (IT), (Quarter 1/ Quarter 2, 2024 Intake)",Petrofac Engineering Services (Malaysia) Sdn Bhd,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74727699?type=standard&ref=search-standalone&origin=cardTitle#sol=7426faa6dcb8fe9fe4e62cf4c1b26594cad93589,petrofac leading international service provider energy industry diverse client portfolio including many world leading energy company design build manage maintain infrastructure client recruit reward develop people based merit regardless race nationality religion gender age sexual orientation marital status disability value people treat everyone work petrofac fairly without discrimination world rethinking energy supply energy security need planning phased transition alternative energy source help client meet evolving energy need exciting time join u journey support flexible working request adopted hybrid approach officebased role ready bring right energy petrofac help u deliver better future everyone please provide u supporting letter university college stated duration internship job title internship information technology key responsibility support team maintaining hardware software system assist troubleshooting issue provide technical support support offshore onshore telecommunication info security solution service provide erp support business user requirement process essential qualification skill bachelor information technology computer science minimum cgpa prefer month beyond duration proficiency computer application ability effectively collaborate work teambased environment ability respond effectively issue request provide technical support strong speaking writing skill,https://www.jobstreet.com.my/companies/petrofac-168551199560669/reviews?jobId=74727699,4.0,33.0
Internship For Computer Technician,Company Confidential,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74673615?type=standard&ref=search-standalone&origin=cardTitle#sol=1a5c8395422cd31fba6701eea6557fcaa71f39bb,back home success,,,
IT Internship,DXC Technology Malaysia Sdn Bhd.,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74605694?type=standard&ref=search-standalone&origin=cardTitle#sol=4255a644582c5c8d260637cb506eef955dccc21c,job description dxc technology fortune global service leader people plus country entrusted customer deliver matter use power technology deliver missioncritical service across enterprise technology stack drive business impact dxc employer choice strong value foster culture inclusion belonging corporate citizenship start career company passionate developing nurturing talent highperformance culture dxcs internship program equipped necessary skillset knowledge better prepare securing ideal job especially digital space security knowledge clientserver application multitier web application relational database firewall vpns enterprise antivirus product strong understanding security incident management malware management vulnerability management process modern workplace knowledge software hardware troubleshooting respond service product technical customer relation question ito knowledge following technology wintel unix virtualization cloud requirement proficient microsoft office knowledge desktop operating system various software application basic hardware pc principle theory network system internet technology good oral written communication skill ability establish maintain effective working relationship ability coordinate several diverse job requirement project ability identify research problem resolve user issue must currently enrolled degree diploma program computer related program college university intake april july oct jan duration monthseligibility malaysian citizen work arrangement hybrid culture benefit dxc committed building better future customer colleague environment community take care foster culture inclusion belonging corporate citizenship put action developing implementing societal initiative within social impact practice wearedxc employer choice people first philosophy mean offer competitive remuneration benefit training career opportunity reflect commitment improving life employee community live work include extensive resource support onboarding continual development including dxc university dxc recognition global virtual platform foster culture appreciation celebration realtime reward recognition know great people refer great people reward bring friend family work dxc time thing love flexible leave option including purchased leave take time give back charitable emergency service volunteer day wellbeing matter u employee assistance program support family apply commitment return would like part culture drive innovation delivers result reward performance encourages idea please press apply button submit resume return agree ensure hiring process enjoyable thorough fair strive provide environment let thrive show best version learning u time interview onboarding conducted online part u virtualfirst company equal opportunity employer dxc proud equal opportunity employer welcome submission people walk life celebrate diversity recognise unique contribution people give u edge stand bring wholeself work philosophy inclusive culture power result company grows people grow accommodation special need qualified candidate may considered within framework dxc accommodation policy addition dxc technology committed working providing reasonable accommodation support qualified individual physical mental disability recruitment fraud scheme fictitious job opportunity offered job seeker typically online service false website unsolicited email claiming company email may request recipient provide personal information make payment part illegitimate recruiting process dxc make offer employment via social medium network dxc never asks money payment applicant point recruitment process ask job seeker purchase equipment behalf information employment scam available,https://www.jobstreet.com.my/companies/dxc-technology-168551246392730/reviews?jobId=74605694,3.6,50.0
Intern,Prudential Assurance Malaysia Berhad,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74583570?type=standard&ref=search-standalone&origin=cardTitle#sol=67d51f5b86f2252674a34928a390b8e6859e4059,prudentials purpose partner every life protector every future purpose encourages everything creating culture diversity celebrated inclusion assured people customer partner provide platform people best work make impact business support people career ambition pledge make prudential place connect grow succeedas information security intern play crucial role assisting organization maintaining secure environment youll work closely experienced team member participate security project adhere technology standard internship provides excellent opportunity gain practical experience field information securityresponsibilitiesrespond securityrelated request promptlydocument process procedure configuration related incident handlingcoordinate vulnerabilty pentest remediation access managementensure timely removal modification access based termination listing emergency request change request formscollaborate team manage user access right security projectsparticipate special security project assignedcontribute implementation security control enhancementscontribute secutiy tool migrationupgrade project compliance standardsadhere established technology standard follow documented proceduresassist compliance assessment auditsassist pcidss compliance activity prudential equal opportunity employer provide equality opportunity benefit apply perform work organisation irrespective sex race age ethnic origin educational social cultural background marital status pregnancy maternity religion belief disability parttime fixedterm work status protected applicable law encourage standard recruitment thirdparty supplier taking account context grade job location also allow reasonable adjustment support people individual physical mental health requirement,https://www.jobstreet.com.my/companies/prudential-group-168549673277998/reviews?jobId=74583570,4.1,54.0
Intern,DKSH Malaysia Sdn Bhd,Klang,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74569725?type=standard&ref=search-standalone&origin=cardTitle#sol=545d1e2a748a57721e797ae38266a2625b0e6baf,intern work closely health safety security environment team support various initiative aimed ensuring safe environmentally responsible workplace internship offer excellent opportunity individual pursuing career hsse gain handson experience contribute meaningful project assist conducting risk assessment inspection identify potential hazard workplace support development implementation safety policy procedure training program participate incident investigation including data collection analysis assist maintaining hsse documentation record report help coordinate security safety meeting training session support environmental initiative waste management sustainability project assist conducting audit ensure compliance hsse regulation standard collaborate crossfunctional team promote culture safety environmental stewardship stay updated relevant hsse regulation best practice undertake task project related hsse assigned strong interest pursuing career hsse excellent communication interpersonal skill ability work independently well part team detailoriented strong organizational skill proficiency microsoft office suite prior internship work experience hse plus required knowledge hse regulation standard desirable willingness learn take new challenge degree occupational health safety environmental related field dksh driven purpose go beyond ordinary enriching people life product service provide dksh positively impact million life everyday join team entrepreneurship meet flexible work arrangement take leap start journey grow make difference learn working dksh httpswwwdkshcomcareers,https://www.jobstreet.com.my/companies/dksh-168559050237555/reviews?jobId=74569725,3.7,178.0
Internship in Sourcing for Indirect Procurement,Robert Bosch (M) Sdn Bhd,Bayan Lepas,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74543013?type=standard&ref=search-standalone&origin=cardTitle#sol=c8ffe0d7917b39fa8bc20b27699d7ced74958006,company description bosch shape future inventing highquality technology service spark enthusiasm enrich people life promise associate rocksolid grow together enjoy work inspire join feel difference job description assist daily functioning indirect sourcing team support category including logistics machinery mro facility professional service assist running report tracking key performance indicator group coordinate followup assigned task participate external internal negotiation along category expert coordinate associate plant implement project generate saving qualification bachelor degree engineering supply chain knowledgeable microsoft excel power point word power bi additional information local student needing complete internship part tertiary education,https://www.jobstreet.com.my/companies/bosch-168553438041990/reviews?jobId=74543013,4.2,200.0
Internship in Digitalization,Robert Bosch (M) Sdn Bhd,Batu Kawan,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74535206?type=standard&ref=search-standalone&origin=cardTitle#sol=7324dc51bd05da7f98ecd374615a3591bb61f3e5,company description bosch present malaysia since represented robert bosch sdn bhd bosch malaysia part bosch group leading global supplier technology service bosch group strategic objective deliver innovation connected life bosch malaysia generated consolidated sale rm million million euro currently employ associate pgp plant bosch group newest expansion malaysia semiconductor test site batu kawan penang longterm forecast growth semiconductor component quantity coupled frontend production bosch dresden facility germany capacity expansion required backend production final testing phase semiconductor sensor bosch improves quality life worldwide product service innovative spark enthusiasm short bosch creates technology invented life job description intern responsible limited following assigned improve existing ticketing system plant develop integrate logic via power automate share point develop integrate change power apps provide share point data visualization power bi provide data analysis comparison using multiple ai tool support autonomous mobile robot amr early phase study comparative study amr information functionality environment specification safety requirement payload top speed terrain battery life etc comparative study amr navigation algorithm deterministic nondeterministic evolutionary algorithm qualification personality motivated strong communication cooperative working colleague external party assertive personality working style independent result qualityoriented reliable experience knowledge good knowledge programming data analytics reporting enthusiasm interdisciplinary thinking interest leading edge semiconductor technology language good proficiency english malay language education student pursuing bachelor master degree information technology computer engineering comparable study preferable month internship,https://www.jobstreet.com.my/companies/bosch-168553438041990/reviews?jobId=74535206,4.2,200.0
Product Development Intern,Super Food Specialists (M) Sdn Bhd,Johor Bahru,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74300869?type=standard&ref=search-standalone&origin=cardTitle#sol=c49346b21b13f7bd14f7fcc5320ec628aa03fce8,company description year jacob douwe egbert jde inspired belief amazing happen cup coffee tea fuelled purpose unleashing possibility coffee tea create better future today coffee tea portfolio available developed emerging market portfolio brand collectively cover entire category landscape led leading household name lor jacob senseo tassimo douwe egbert old town super pickwick moccona jde part jde peets world largest pureplay coffee tea company headquartered netherlands whats like work jde proud passionate driven associate challenge status quo pursue mastery everything goal simple ambitious jde coffee tea every cup jde made stand every day progressive outlook ambitious nature resourceful action decisive approach bringing coffee tea moment everyone around world job description position product development intern sits comfortably product development team apac regional headquarters based johor bahru incredible diverse team help learn grow develop like product development intern given full responsibility accountability project beginning placement youll opportunity fully integrate actually make difference work research project related recipe development dairy andor black coffee improving brewing product quality addition heavily supporting activity team organizing tasting analyzing result lab scale experiment recipe development shelflife analysis product factory exposure supporting trial placement exposed wider rd community potentially work function marketing operation local travel may required responsibility ownership assigned project within r department design approach project summary recommendation based finding present finding back relevant stakeholder planning executing test various scale eg benchtop scale appropriate supporting plant trial activity conduct sensory physical data analysis part support work support lead development project support line manager collaborate support team member day day support coffee tasting qualification good team player naturally inquisitive always willing learn selfdriven motivated demonstrates strong analytical communication presentation ability good organisational planning skill fluent english food science science equivalent related field additional information passionate energetic innovative work culture outstanding career development opportunity best coffee tea served day office barista,,,
Internship,Cognitive Consulting,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74204146?type=standard&ref=search-standalone&origin=cardTitle#sol=87dd32d3a8eeb5b76614b5f0502a2184dae640de,rpa internship available cognitive consulting order continuously develop powerful digital workforce looking individual innovative always looking opportunity learn rpa ai technology share vision cognitive consulting invite join team exceptional role rpa intern assist project team member planning executing rpa project could include process assessment configuration documentation testing automated process basic qualification candidate must posse currently pursuing bachelor degree computer science equivalent minimum cgpa least passionate interest robotics process automation strong interpersonal skill desire form solid relationship working strong problem solving analytical skill,,,
Information Technology Internship Intake May-July 2024,Logicalis Malaysia Sdn Bhd,Cyberjaya,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74201522?type=standard&ref=search-standalone&origin=cardTitle#sol=94b3e96bcd87c205f31d0e5715cc124afcab083f,looking intern join managed service team cyberjaya help deliver topnotch support customer role youll gain real life handson work experience networking security server system virtualization cloud desktop computing embark exciting career managed service joining month internship program looking individual excellent personality selfinitiative keen interest various technology routing switching desktop computing virtualization server azure cloud internship offer chance absorbed company upon completion internship program exposure three track network security support digital workplacesystems support general technical support responsibility troubleshooting resolving technical issue customer diagnosing providing technical support customer resolving technical issue maintaining customer satisfaction requirement must able commit month internship program must willing work hour shift including weekend night must fluent english must final semester graduating need meet requirement apply study several different source shown average men apply job meet requirement contrast woman nonbinary neurodivergent people aim closer please dont let u miss everything offer upskilling teach specific job cant teach character ie confidence capability curiosity benefit valued member logicalis asia pacific enjoy several benefit supportive team environment confidential pulse check tell u known unselfish knowledge flexible diverse give shoutout always help pick adventure people moved helpdesk cloudengineering admin projectprogram management project management product development something interest well fund learn become breadth experience purpose people idea make plan see people enjoy genuinely impacting change controlling professional success flexible modern working arrangement find method collaboration productivity achieve happy balance lionsite logicalis asia pacific msc sdn bhd logicalis asia pacific sdn bhd division logicalis group international solution integrator employ staff across location worldwide operation melbourne sydney brisbane cyberjaya malaysia logicalis australia enables organisation transform internal capability gain greater business value investment widely regarded bestinclass leader field people living disability chronic illness neurodiversity adjustment support made available create comfortably aligned application process need specific accommodation tool time etc feel comfortable disclosing please let u know well glad facilitate,https://www.jobstreet.com.my/companies/logicalis-168557571647436/reviews?jobId=74201522,4.2,17.0
IT Intern,L’Oréal Malaysia Sdn Bhd,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74085521?type=standard&ref=search-standalone&origin=cardTitle#sol=314c89dd5c2a4255a3cc0dba88122f168df01852,ignite internship program open student university business engineering school diverse background provides opportunity acquire substantial initial work experience month become member team professional right working actual mission achieving concrete objective assessed develop skill fully expressing personality quality expertise qualification looking young dynamic enthusiastic ambitious talent capable fully committing project changing enthusiasm success creating beauty excellence internship best preparation yet transition management trainee program intake period march,https://www.jobstreet.com.my/companies/loreal-168552615911551/reviews?jobId=74085521,2.7,6.0
Digital Transformation Agent (Internship),Konica Minolta Business Solutions (M) Sdn Bhd,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/74030054?type=standard&ref=search-standalone&origin=cardTitle#sol=a1adb45eadc218252f9e2ae1c6e1ff2e655af9a5,konica minolta mission ideal business partner choice office business service solution collaboration colleague partner customer strive enrich society constant innovation development solutiondriven tool job responsibility operates imaging equipment create electronic file archive prepares scan performs quality check documentsimages conversion digital format ensures proper transfer indexing scanned material clean performs basic maintenance scanning equipment troubleshoots adjusts equipment needed follows established procedure adheres workflow process chain command maintains clean organized workstation meet departmental efficiency standard volume service level deadline collaborates team member achieve goal train assist colleague aspect document processing ensure consistent understanding scanning operation identifies report equipment processrelated issue report daily task completion supervisor performs additional duty assigned supervisor including transportation activity moving itemspackages logistical support job requirement candidate posse professional certificate diploma advanced diploma bachelor degree equivalent business study administration management good communication skill english language spoken written intern fresh graduate encouraged apply role sound like opportunity looking dont hesitate apply let u discus note regret inform shortlisted candidate reached shortlisted encourage look vacancy konica minolta,https://www.jobstreet.com.my/companies/konica-minolta-business-solutions-168555908442183/reviews?jobId=74030054,3.9,90.0
INTERN GRAPHIC DESIGNER,The Otomotif College Sdn Bhd,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73640231?type=standard&ref=search-standalone&origin=cardTitle#sol=21c1b2a2befe4ef9ef83ebf8948581124b1e05d3,executive,https://www.jobstreet.com.my/companies/the-otomotif-college-168550724528459/reviews?jobId=73640231,2.8,10.0
"Internship, Information Technology",Top Glove Corporation Berhad,Shah Alam/Subang,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73608269?type=standard&ref=search-standalone&origin=cardTitle#sol=48fcd5ab97958acf5571a4b9739ee7954b0547d9,join u top glove proud employer choice employee diverse background provide career growth opportunity people encourage innovation well entrepreneurial idea support vision mission top glove lookout young talent experience professional quality mindset world largest rubber glove manufacturer continuously expanding rapidly invite qualified individual join grow u,https://www.jobstreet.com.my/companies/top-glove-168556710434867/reviews?jobId=73608269,3.8,391.0
Procurement Internship,Kimberly-Clark Regional Services (M) Sdn Bhd,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73042691?type=standard&ref=search-standalone&origin=cardTitle#sol=57e07ec640098a0f573b722cdbb65bd6b5d728a3,procurement internship job descriptionprocurement internship month job youre person settle role neither create better care better world take certain kind person team care making difference youll bring professional expertise talent drive building managing portfolio iconic groundbreaking brand procurement internship month role youll help u deliver better care billion people around world start role overview primary accountability perform vendor reconciliation follow refund payment follow invoice credit note booked sap attend query internal external stakeholder responsible accountable issue resolution daily operation perform invoice processing via ocr tool sap follow invoice credit note booked sap attend query internal external stakeholder responsible accountable issue resolution daily operation u huggies kleenex cottonelle scott kotex poise depend kimberlyclark professional already know legendary brandsand rest world fact million people use kimberlyclark product every day know amazing kimberlyclark product wouldnt exist without talented professional like kimberlyclark youll part best team committed driving innovation growth impact founded year market leadership always looking new better way perform there open door opportunity kimberlyclark led purpose driven youre driven perform highest level possible appreciate performance culture fueled authentic caring want part company actively dedicated sustainability inclusion wellbeing career development youre also university graduate still pursuing safety health environmental related field love especially work make difference kimberlyclark constantly exploring new idea best achieve result join team youll experience flex work flexible hybrid work arrangement empower purposeful time office partner leader make flexibility work business one professional role youll focus winning consumer market putting safety mutual respect human dignity center essential requirement studying finance good m office tool month duration total benefit applicable internshipsfth benefit youll enjoy working role kimberlyclark competitive salary incentive offer competitive salary range incentive including bonus opportunity flexible work option fantastic range benefit benefit package second none everything health life insurance dental vision care employee assistance program paid time wellbeing activity culture caring believe happy healthy workforce productive workforce offer variety program resource support employee wellbeing consideredclick apply button complete online application process member talent acquisition team review application touch seem like great fit role meantime check career website learn company position youll want prepared relevant question move interview stage finally fine print kimberlyclark grow prosper must inclusive organization applies diverse experience passion team member brand make life better people around world actively seek build workforce reflects experience consumer bring original thinking kimberlyclark fuel continued success enterprise committed equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status sexual orientation gender identity age pregnancy genetic information citizenship status characteristic protected law statement intended describe general nature level work performed employee assigned classification statement intended construed exhaustive list duty responsibility skill required position role available local candidate already authorized work role country kimberlyclark provide relocation support role primary locationmalaysia petaling jayaadditional locationsworker typeemployeeworker subtypeinternstudenttime typefull time,https://www.jobstreet.com.my/companies/kimberly-clark-malaysia-168550564814910/reviews?jobId=73042691,4.0,55.0
Accounts Payable Internship,Kimberly-Clark Regional Services (M) Sdn Bhd,Petaling,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73044324?type=standard&ref=search-standalone&origin=cardTitle#sol=5971d490439e579717b611a89fdf259afbfb7feb,account payable internship job descriptionaccounts payable internship month job youre person settle role neither create better care better world take certain kind person team care making difference youll bring professional expertise talent drive building managing portfolio iconic groundbreaking brand account payable internship month role youll help u deliver better care billion people around world start role overview primary accountability perform vendor reconciliation follow refund payment follow invoice credit note booked sap attend query internal external stakeholder responsible accountable issue resolution daily operation perform invoice processing via ocr tool sap follow invoice credit note booked sap attend query internal external stakeholder responsible accountable issue resolution daily operation u huggies kleenex cottonelle scott kotex poise depend kimberlyclark professional already know legendary brandsand rest world fact million people use kimberlyclark product every day know amazing kimberlyclark product wouldnt exist without talented professional like kimberlyclark youll part best team committed driving innovation growth impact founded year market leadership always looking new better way perform there open door opportunity kimberlyclark led purpose driven youre driven perform highest level possible appreciate performance culture fueled authentic caring want part company actively dedicated sustainability inclusion wellbeing career development youre also university graduate still pursuing safety health environmental related field love especially work make difference kimberlyclark constantly exploring new idea best achieve result join team youll experience flex work flexible hybrid work arrangement empower purposeful time office partner leader make flexibility work business one professional role youll focus winning consumer market putting safety mutual respect human dignity center essential requirement studying finance good m office tool month duration total benefit applicable internshipsfth benefit youll enjoy working role kimberlyclark competitive salary incentive offer competitive salary range incentive including bonus opportunity flexible work option fantastic range benefit benefit package second none everything health life insurance dental vision care employee assistance program paid time wellbeing activity culture caring believe happy healthy workforce productive workforce offer variety program resource support employee wellbeing consideredclick apply button complete online application process member talent acquisition team review application touch seem like great fit role meantime check career website learn company position youll want prepared relevant question move interview stage finally fine print kimberlyclark grow prosper must inclusive organization applies diverse experience passion team member brand make life better people around world actively seek build workforce reflects experience consumer bring original thinking kimberlyclark fuel continued success enterprise committed equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status sexual orientation gender identity age pregnancy genetic information citizenship status characteristic protected law statement intended describe general nature level work performed employee assigned classification statement intended construed exhaustive list duty responsibility skill required position role available local candidate already authorized work role country kimberlyclark provide relocation support role primary locationmalaysia petaling jayaadditional locationsworker typeemployeeworker subtypeinternstudenttime typefull time,https://www.jobstreet.com.my/companies/kimberly-clark-malaysia-168550564814910/reviews?jobId=73044324,4.0,55.0
Web Developer Internship,Big Domain Sdn Bhd - Bigdomain.my,Perai,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/72484132?type=standard&ref=search-standalone&origin=cardTitle#sol=417ee0dacc9412aa2427423c1d5cb82ac11ce723,job requirementspossesses min diploma computer science related fieldproficiency least one serverside technology php laravel andor codeigniter basic understanding nodejs frontend j framework like angular vue react extra advantageproficiency least one clientside technology html cs jspossess positive working attitude passion learnjob responsibility responsible development new highly responsive webmobile user interfacework closely web designer programmer produce user experience websiteresearching different software program maintaining software documentationtroubleshoot implement bug fix related userreported issuesmaintain understanding latest web application programming practiceswhy join usgreat exposure learning digital marketing new technologyprofessional development fast promotion opportunityremote working optional flexibleenergetic oneteam cultureallowance provided min rmplease state internship date duration allow work remotely company name bigdomain sdn bhd location perai pulau penangcompany overviewbigdomainmy top malaysia domain name seo provider operating penang kuala lumpur one key player local market offering local malaysia international popular domain name com id low price everyday addition come forward respond client need providing cost effective web hosting web building free design template free ssl microsoft office license much team consists internet veteran behind year experience helping smes grow digital transformation using cloud malaysia seosummary role requirementslooking candidate available workmonday morning afternoon eveningtuesday morning afternoon eveningwednesday morning afternoon eveningthursday morning afternoon eveningfriday morning afternoon eveningsaturday morning afternoon eveningno experience required roleworking right required role,,,
Intern Helpdesk,Sigma Rectrix Systems (M) Sdn Bhd,Cyberjaya,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/72286718?type=standard&ref=search-standalone&origin=cardTitle#sol=f5b065e5ba6ffcec8833e5dbb446bf5f4c9aeddf,certicicate diploma information technology related field allowance hostel provided public speaking activity toastmaster cyberjaya,https://www.jobstreet.com.my/companies/sigma-rectrix-systems-168557853040485/reviews?jobId=72286718,4.6,7.0
Internship,Think City,George Town,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/72279914?type=standard&ref=search-standalone&origin=cardTitle#sol=9bfd8256190fe4ebc7eb263b414f730bac948545,offer selective internship programme recruit develop talented individual interest using skill assist think city initiative applicant evaluated based academic background qualification cocurriculum involvement research interest suitability think city ongoing project must currently registered pursuing completed bachelor higher degree recognised university intern would expected serve minimum three month maximum six month offer allowance rm rm depending qualification skill intern expected give presentation submit report finding end stay keen work hard learn stimulating fun environment please send resume along cover letter careersthinkcitycommy submit resume using form apply,,,
Web Developer,The Access Group,Kuala Lumpur,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73242048?type=standard&ref=search-standalone&origin=cardTitle#sol=8264cdf2c12ceb017b3cca4b687e1f77b5a52c65,agency digital sage specialize variety digital marketing service offering include brand design strategy social medium marketing performance marketing search engine optimization well website development maintenance pride delivering tailored datadriven strategy support sustainable business growth team comprised expert various field work remotely ensuring efficient costeffective solution client focus understanding client unique need providing customized plan support specific business goal industry role description seeking web developer expertise cscart shopify wordpress join team role responsible designing developing maintaining website work involve frontend backend development theme customization ensuring overall performance security user experience website responsibility develop maintain website cscart shopify wordpress design responsive visually appealing web interface customize theme align client requirement branding create manage database serverside script apis optimize website seo analyze performance metric monitor security troubleshoot technical issue perform update collaborate client offering technical expertise recommendation provide documentation training support client team member stay informed web development trend industry best practice perform responsibility required support need project team qualification proficiency cscart shopify wordpress development strong skill html cs javascript web technology effective communication clientfacing skill problemsolving ability attention detail familiarity version control system plus understanding web security principle best practice adaptability willingness learn work new technology ideal profile working knowledge developer cscart adaptable thrive changing environment highly goal driven work well fast paced environment pay strong attention detail deliver work high standard whats offer great work environment excellent career development opportunity flexible working option,,,
Internship,AME Elite Consortium Berhad,Senai,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/73241942?type=standard&ref=search-standalone&origin=cardTitle#sol=02a404dd393e3d40667eaa9d7769c6784a7cd52c,overview currently seeking motivated enthusiastic professional join dynamic team intern company unique opportunity individual looking gain valuable realworld experience field civil engineering quantity surveying marketing safety health commence finance business administration corporate governance event management qualification relevant professional experience education civil engineering quantity surveying marketing safety health commence finance business administration corporate governance event management ability work effectively fastpaced deadlinedriven environment eager learn grow take new challenge fastpaced deadlinedriven environment ready jumpstart career elevate skill next level would love hear,,,
Internship For Manufacturing Technical Planning Software development,Robert Bosch (M) Sdn Bhd,Batu Kawan,undisclosed,30d+ ago,19/5/2024,https://www.jobstreet.com.my/job/72346718?type=standard&ref=search-standalone&origin=cardTitle#sol=cf43818131b1e79a2cfd80ec5daa20448d9508cc,company description bosch present malaysia since represented robert bosch sdn bhd malaysia bosch active four business sector mobility solution industrial technology consumer good energy building technology company three manufacturing site research development office penang producing automotive electronics power tool steering system soon fourth plant final testing centre sensor semiconductor bosch malaysia generated consolidated sale rm million million euro currently employ associate pgp plant bosch group newest expansion malaysia semiconductor test site batu kawan penang construction begun may first series production commence longterm forecast growth semiconductor component quantity coupled frontend production bosch dresden facility germany capacity expansion required backend production final testing phase semiconductor sensor pgp primarily focus final testing component manufactured bosch automotive electronics fab dresden germany plant also house rd training facility bosch malaysia part bosch group leading global supplier technology service bosch group strategic objective deliver innovation connected life bosch improves quality life worldwide product service innovative spark enthusiasm short bosch creates technology invented life job description learn understand planning element statistical requirement start basic gui development create pc software exe extension support daily general manufacturing qualification computer science student additional information leave entitlement eg annual leave medical leave etc company insurance etc,https://www.jobstreet.com.my/companies/bosch-168553438041990/reviews?jobId=72346718,4.2,200.0
